Geneid	smallsample1.fastq_tophat/accepted_hits.bam	smallsample2.fastq_tophat/accepted_hits.bam
Gm5803	0	0
Cdh18	0	0
Basp1	1	7
Gm5468	0	0
Myo10	12	19
Fam134b	0	0
Mir7212	0	0
Zfp622	3	1
March11	0	0
Fbxl7	0	0
Ank	1	1
Mir7117	0	0
Otulin	2	0
Fam105a	0	0
Trio	3	4
Dnah5	0	0
Ctnnd2	0	0
4930430F21Rik	0	0
Dap	1	0
Ankrd33b	0	0
Ropn1l	0	0
March6	3	6
Cmbl	0	0
Cct5	21	29
Fam173b	1	0
Tas2r119	0	0
Snhg18	1	0
Snord123	0	0
Sema5a	0	0
Sdc2	0	0
Cpq	0	0
1700084J12Rik	0	0
4930592A05Rik	0	0
Tspyl5	0	1
Mtdh	2	6
Laptm4b	3	3
Matn2	0	1
9430069I07Rik	0	0
Gm12191	0	0
Rpl30	0	0
Erich5	0	0
Hrsp12	0	0
Pop1	1	2
Nipal2	0	0
4930413F20Rik	0	0
Kcns2	0	0
Stk3	2	1
Osr2	0	0
BC048602	0	0
Vps13b	4	0
Mir599	0	0
Mir875	0	0
Cox6c	1	4
Rgs22	0	0
Fbxo43	0	0
Polr2k	0	0
Spag1	0	1
Rnf19a	4	0
Mir8097	0	0
Ankrd46	1	3
Snx31	0	0
Pabpc1	35	39
Ywhaz	3	8
Zfp706	1	0
Grhl2	1	0
Ncald	0	0
Gm15941	0	0
4930447A16Rik	0	0
Rrm2b	0	1
Ubr5	15	23
Odf1	0	0
Klf10	3	6
Azin1	6	3
Mir6951	0	0
2310043O21Rik	0	0
Atp6v1c1	1	5
Baalc	0	0
Fzd6	1	0
Cthrc1	1	0
Slc25a32	2	1
Dcaf13	1	2
Rims2	1	3
Dcstamp	0	0
Dpys	0	0
Gm16291	0	0
Lrp12	0	2
AU022793	0	0
9330182O14Rik	0	0
Gm16294	0	0
Zfpm2	0	0
Oxr1	1	0
Abra	0	0
Angpt1	0	1
Rspo2	0	0
Eif3e	5	4
Gm10373	0	0
Emc2	2	1
Tmem74	1	0
Trhr	0	0
Nudcd1	0	1
Eny2	1	0
Pkhd1l1	0	0
Ebag9	0	0
Sybu	0	0
2310069G16Rik	0	0
A930017M01Rik	0	0
Kcnv1	0	0
1700022A22Rik	0	0
4930523O13Rik	0	0
4930548G14Rik	0	0
Csmd3	0	0
Trps1	0	1
Mir1907	0	0
Gm19303	0	0
Eif3h	12	3
Utp23	1	0
Rad21	11	17
Aard	0	0
Slc30a8	0	0
Med30	0	0
Ext1	0	1
Samd12	0	0
Tnfrsf11b	0	0
Colec10	0	0
Mal2	0	0
Nov	0	0
Enpp2	2	1
Taf2	6	2
Dscc1	0	0
Gm9920	0	0
Deptor	1	3
Col14a1	0	0
Mrpl13	4	1
Mtbp	0	1
Sntb1	0	0
Has2	0	2
Has2os	0	0
Slc22a22	0	0
Zhx2	0	0
Derl1	1	1
Tbc1d31	1	0
Fam83a	0	0
9130401M01Rik	0	2
Zhx1	0	2
Atad2	7	8
Wdyhv1	0	1
Fbxo32	0	1
Klhl38	0	0
Anxa13	0	0
D15Ertd621e	4	2
Tmem65	0	2
Trmt12	0	0
Rnf139	0	2
Tatdn1	0	0
Ndufb9	2	2
Mtss1	3	8
Zfp572	0	0
Sqle	3	4
E430025E21Rik	3	1
Nsmce2	1	0
Trib1	1	0
Gm19510	0	0
4933412E24Rik	0	0
Fam84b	0	1
9930014A18Rik	0	0
A1bg	0	0
D030024E09Rik	0	0
Myc	3	3
Pvt1	1	2
H2afy3	0	0
Gm20740	0	0
Gsdmc	0	0
1700065I16Rik	0	0
Gsdmc2	0	0
Gsdmcl1	0	0
Gsdmc3	0	0
Gsdmcl2	0	0
Gsdmc4	0	0
Gsdmcl-ps	0	0
Fam49b	6	4
Asap1	0	5
Adcy8	0	0
Efr3a	1	5
Oc90	0	0
Hhla1	0	0
Kcnq3	0	0
Lrrc6	0	0
Tmem71	0	0
Phf20l1	0	0
Tg	0	0
Sla	0	0
Wisp1	0	0
Ndrg1	0	1
St3gal1	0	0
1700012I11Rik	0	0
Zfat	0	0
Mir30b	0	0
Mir30d	0	0
Khdrbs3	2	0
Gm19782	0	0
Fam135b	0	0
Col22a1	0	0
Kcnk9	0	0
Trappc9	1	1
Peg13	1	0
Chrac1	0	1
Ago2	8	4
Ptk2	3	0
Dennd3	0	1
Slc45a4	3	5
Gpr20	0	0
Ptp4a3	5	6
Mroh5	0	0
Bai1	0	0
Mroh4	0	0
Arc	0	1
Jrk	2	1
4933427E11Rik	0	0
Psca	0	0
Them6	1	1
Slurp1	0	0
Lypd2	0	0
2300005B03Rik	0	0
Lynx1	0	0
Ly6d	0	0
D730001G18Rik	0	0
Ly6k	0	0
Gml	0	0
Hemt1	0	0
Cyp11b1	0	0
Cyp11b2	0	0
2010109I03Rik	0	0
Ly6e	10	13
Ly6i	0	0
Ly6a	0	0
Ly6c1	0	0
Ly6c2	0	0
Ly6f	0	0
9030619P08Rik	0	0
Ly6h	0	0
Gpihbp1	0	0
Zfp41	2	1
Top1mt	1	0
Rhpn1	0	0
Mafa	0	0
Zc3h3	0	0
Gsdmd	0	0
Mroh6	0	0
Naprt1	0	0
Eef1d	2	3
Tigd5	0	0
Pycrl	2	0
Tsta3	1	1
Zfp623	0	1
Zfp707	0	1
Ccdc166	0	0
Mapk15	0	0
Fam83h	2	0
Scrib	4	7
Mir6952	0	0
Puf60	7	5
Nrbp2	0	1
Eppk1	0	0
BC024139	0	0
Plec	2	3
Mir1942	0	0
Parp10	0	1
Grina	1	2
Mir6953	0	0
Gm10872	0	0
Spatc1	0	0
Smpd5	0	0
Oplah	0	0
Exosc4	0	2
Gpaa1	0	2
Cyc1	7	4
Sharpin	0	3
Maf1	0	4
Fam203a	1	1
Tssk5	0	0
Mroh1	1	3
Mir6954	0	0
Bop1	7	2
Scx	0	0
Hsf1	2	2
Dgat1	2	0
Scrt1	0	0
Fbxl6	1	1
Slc52a2	2	4
Adck5	1	0
Cpsf1	6	5
Slc39a4	1	1
Vps28	0	3
Tonsl	3	2
Cyhr1	5	0
Kifc2	0	2
Foxh1	1	1
Ppp1r16a	2	1
Gpt	0	0
Mfsd3	0	0
Recql4	1	2
Lrrc14	0	3
Lrrc24	0	0
C030006K11Rik	0	1
Arhgap39	2	2
Zfp251	0	3
Zfp7	2	4
Commd5	0	0
Rpl8	48	60
Zfp647	0	2
1110038F14Rik	0	0
Mb	0	0
Apol6	0	0
Rbfox2	4	5
1700109K24Rik	0	0
Apol7a	0	0
Apol9a	0	0
Apol7b	0	0
Apol10a	0	0
Apol11a	0	0
Apol7c	0	0
1700025B11Rik	0	0
Apol10b	0	0
Gm8221	0	0
Apol11b	0	0
Apol7e	0	0
Apol9b	0	0
Apol8	0	0
Myh9	21	29
Txn2	3	5
Foxred2	0	2
Eif3d	13	11
Cacng2	0	0
Ift27	0	0
Pvalb	0	0
Ncf4	0	0
Csf2rb2	0	0
Mir7676-2	0	0
Mir7676-1	0	0
Csf2rb	0	0
Tex33	0	0
Tst	0	0
Mpst	1	1
Kctd17	1	1
Tmprss6	1	0
Il2rb	0	0
C1qtnf6	0	0
Sstr3	0	0
Rac2	0	0
Cyth4	1	0
Elfn2	0	0
Mfng	0	0
Card10	0	1
Cdc42ep1	0	0
Lgals2	0	0
Gga1	1	1
Mir6955	0	0
Sh3bp1	0	1
Pdxp	0	1
Lgals1	0	1
Nol12	2	0
Triobp	1	1
Gm10865	0	0
Mir6956	0	0
H1f0	1	6
Gcat	2	1
Galr3	0	0
Ankrd54	1	0
Eif3l	10	12
Micall1	0	0
1700088E04Rik	0	0
Polr2f	1	4
Sox10	0	0
Gm10863	0	0
Pick1	1	2
Slc16a8	0	0
Baiap2l2	0	0
Pla2g6	1	6
Maff	0	0
Tmem184b	1	2
Mir1943	0	0
Csnk1e	1	3
Kcnj4	0	0
Kdelr3	0	1
Ddx17	16	22
Dmc1	1	0
Fam227a	0	0
Cby1	1	0
Tomm22	2	0
Josd1	0	3
Gtpbp1	4	0
Sun2	0	1
Gm16576	0	0
Dnal4	0	0
Npcd	0	0
Nptxr	0	0
Cbx6	2	4
D730005E14Rik	0	0
Apobec3	3	1
Cbx7	8	11
Pdgfb	0	0
Mir7213	0	0
Rpl3	0	1
Snord83b	0	0
Snord43	0	0
Syngr1	1	0
Tab1	1	2
Mgat3	1	0
Mief1	2	0
Atf4	9	10
Rps19bp1	0	0
Cacna1i	0	0
Enthd1	0	0
Grap2	0	0
Mir6957	0	0
Fam83f	0	0
A430088P11Rik	0	0
Tnrc6b	2	5
Mir5113	0	0
Adsl	2	2
Sgsm3	0	1
Mkl1	0	0
4930483J18Rik	0	0
Mchr1	0	0
8430426J06Rik	0	0
Slc25a17	2	3
St13	9	14
Xpnpep3	1	0
Dnajb7	0	0
Rbx1	1	2
Ep300	3	4
L3mbtl2	2	4
Chadl	0	0
Rangap1	7	12
Zc3h7b	3	7
Tef	3	5
Tob2	0	1
Phf5a	2	1
Aco2	7	9
Polr3h	2	1
Csdc2	1	0
Pmm1	7	7
1700029P11Rik	0	0
Desi1	0	3
Xrcc6	4	4
Nhp2l1	0	1
4930407I10Rik	0	0
Mei1	0	0
Ccdc134	0	1
Srebf2	4	8
Mir33	0	0
AI848285	0	0
Tnfrsf13c	0	0
Cenpm	0	1
1500009C09Rik	0	0
Sept3	1	1
Wbp2nl	0	0
Naga	0	1
Fam109b	0	0
Smdt1	0	0
Ndufa6	3	2
Cyp2d22	0	0
Cyp2d11	0	0
Mir7684	0	0
Cyp2d10	0	0
Cyp2d9	0	0
Cyp2d12	0	0
Cyp2d34	0	0
Cyp2d13	0	0
Cyp2d37-ps	0	0
Cyp2d40	0	0
Cyp2d26	0	0
Tcf20	5	7
Tbrg3	0	0
Gm20324	0	0
Nfam1	0	0
Serhl	0	0
Rrp7a	1	2
Poldip3	5	6
Rnu12	0	0
Cyb5r3	4	5
A4galt	0	0
Arfgap3	0	1
1700001L05Rik	0	0
Pacsin2	3	0
Ttll1	1	1
Bik	1	0
Mcat	3	2
Tspo	0	0
Ttll12	1	5
Scube1	1	0
Mpped1	0	0
Efcab6	0	0
Sult4a1	0	1
Pnpla5	0	0
Pnpla3	0	1
Mir6392	0	0
Samm50	4	6
Parvb	4	1
Parvg	0	0
1810041L15Rik	0	0
Ldoc1l	1	0
Prr5	0	0
Gm20556	0	0
Arhgap8	0	0
Phf21b	0	2
Nup50	3	4
5031439G07Rik	3	0
Mir1249	0	0
Upk3a	0	0
Fam118a	1	1
Smc1b	1	0
Ribc2	0	0
Gm19277	0	0
Fbln1	0	2
Atxn10	9	12
7530416G11Rik	0	0
Wnt7b	0	0
AU022754	0	0
Mirlet7bhg	0	0
Mirlet7c-2	0	0
Mirlet7b	0	0
Ppara	0	0
Cdpf1	1	0
Pkdrej	0	0
Ttc38	0	1
Gtse1	8	7
Trmu	0	1
Celsr1	0	0
Gramd4	1	1
Cerk	1	0
Tbc1d22a	1	0
Fam19a5	0	0
Mir6393	0	0
B230214G05Rik	0	0
Zdhhc25	0	0
Brd1	5	5
Zbed4	0	0
Alg12	0	1
Creld2	0	3
Pim3	3	2
Ttll8	0	0
Mlc1	0	0
Mov10l1	1	2
Panx2	0	0
1810021B22Rik	0	0
Trabd	0	0
Selo	0	0
Tubgcp6	0	1
Hdac10	0	1
Mapk12	3	1
Mapk11	0	1
Plxnb2	6	6
Mir7118	0	0
Dennd6b	0	1
Mir6958	0	0
Ppp6r2	0	0
Sbf1	2	2
Mir6959	0	0
Adm2	0	0
Miox	0	0
Lmf2	1	0
Ncaph2	3	5
Sco2	0	0
Tymp	0	0
Odf3b	0	0
Klhdc7b	0	0
Syce3	0	0
Cpt1b	0	0
ChkbCpt1b	0	0
Chkb	0	0
Mapk8ip2	0	0
Arsa	0	0
C230037L18Rik	0	0
Shank3	0	0
Acr	0	0
Rabl2	1	0
Syt10	0	0
Alg10b	2	2
Mir7648	0	0
Cpne8	0	0
Spn-ps	0	0
Kif21a	3	3
Abcd2	0	0
Slc2a13	0	0
Lrrk2	0	0
Muc19	0	0
Smgc	0	0
Cntn1	0	0
Mir544	0	0
Pdzrn4	0	0
Gxylt1	1	1
Yaf2	0	1
Zcrb1	2	0
Pphln1	5	6
Prickle1	1	1
9430014N10Rik	0	0
D630010B17Rik	0	0
Adamts20	0	0
Pus7l	1	0
Irak4	0	0
Twf1	0	4
Tmem117	0	0
LOC100043315	0	0
Nell2	0	0
Dbx2	0	0
Ano6	4	5
D030018L15Rik	0	0
Gm4371	0	0
2610037D02Rik	1	1
E330033B04Rik	0	0
Arid2	8	9
Scaf11	8	7
Slc38a1	5	8
Slc38a2	7	14
Slc38a4	8	10
Amigo2	0	0
Pced1b	2	1
Rpap3	4	1
Endou	0	0
Rapgef3	0	0
Slc48a1	3	1
Hdac7	0	0
Vdr	0	0
Tmem106c	3	1
Col2a1	0	0
Senp1	4	2
Pfkm	3	4
Asb8	1	0
Ccdc184	0	0
Olfr288	0	0
Olfr287	0	0
Olfr286	0	0
H1fnt	0	0
Zfp641	0	0
Olfr285	0	0
Olfr257	0	0
Olfr284	0	0
Olfr283	0	0
1700031M16Rik	0	0
Olfr282	0	0
Olfr281	0	0
Lalba	0	0
Olfr279	0	0
Kansl2	0	1
Snora34	0	0
Mir1291	0	0
Snora2b	0	0
Ccnt1	0	2
9330020H09Rik	0	0
4930415O20Rik	0	0
Adcy6	0	1
Cacnb3	0	2
Ddx23	1	7
Rnd1	0	1
Ccdc65	0	0
Fkbp11	0	2
Arf3	3	8
Wnt10b	0	0
Wnt1	0	0
Ddn	0	0
Prkag1	0	2
Kmt2d	3	2
Rhebl1	0	2
Dhh	1	0
Lmbr1l	1	0
Tuba1b	3	5
Tuba1a	2	3
4930578M01Rik	0	0
Tuba1c	2	3
Prph	0	2
Troap	0	0
Mir6960	0	0
C1ql4	0	0
Dnajc22	0	0
Spats2	0	3
Kcnh3	1	0
Mcrs1	0	0
1700120C14Rik	0	0
Fam186b	0	0
Prpf40b	4	4
Fmnl3	0	2
Tmbim6	5	1
Nckap5l	1	0
Bcdin3d	1	1
Faim2	0	0
Aqp2	0	0
Aqp5	0	0
Aqp6	0	0
Racgap1	2	5
Asic1	0	2
Smarcd1	16	12
Gpd1	0	0
Cox14	0	0
Cers5	0	2
Lima1	5	9
1700030F18Rik	0	0
Larp4	6	8
2310068J16Rik	0	0
Dip2b	0	2
Mir3473	0	0
Atf1	0	1
Tmprss12	0	0
Mettl7a1	0	0
Mettl7a3	0	0
Mettl7a2Higd1c	0	0
Mettl7a2	0	0
Higd1c	0	0
Slc11a2	2	2
Gm5475	0	0
Letmd1	1	1
Csrnp2	2	1
Tfcp2	1	3
Pou6f1	0	0
C330013E15Rik	0	0
Dazap2	2	6
Smagp	2	0
Bin2	0	1
Mir6961	0	0
Cela1	0	0
Galnt6	2	0
I730030J21Rik	0	0
Slc4a8	1	3
Scn8a	1	0
Fignl2	0	0
Ankrd33	0	0
Acvrl1	0	0
Acvr1b	2	1
Mir6962	0	0
A330009N23Rik	0	0
AU021063	0	0
Grasp	1	0
Nr4a1	0	0
Atg101	0	3
6030408B16Rik	0	0
Krt80	0	0
Mir1941	0	0
Krt7	0	0
Krt85	0	0
Krt83	0	0
1700011A15Rik	0	0
Krt81	0	0
Krt86	0	0
5430421N21Rik	0	0
Gm6042	0	0
Krt84	0	0
Krt82	0	0
4732456N10Rik	0	0
Krt75	0	0
Gm5476	0	0
Gm5477	0	0
Gm5414	0	0
Gm5478	0	0
Krt6b	0	0
Krt6a	0	0
Krt5	0	0
Krt71	0	0
Krt74	0	0
Krt72	0	0
Krt73	0	0
Krt2	0	0
Krt1	0	0
Krt77	0	0
Krt76	0	0
Krt4	0	0
Krt79	0	0
Krt78	0	0
Krt8	0	0
Krt18	1	1
Eif4b	21	27
Tenc1	0	0
Spryd3	0	3
Igfbp6	0	0
Soat2	0	0
Csad	0	2
Zfp740	3	6
Itgb7	0	0
Rarg	4	5
Mfsd5	2	4
Espl1	9	8
Pfdn5	1	3
Myg1	1	1
Aaas	5	4
Sp7	0	0
Sp1	8	14
Amhr2	0	1
Prr13	1	0
Pcbp2	23	22
Map3k12	0	1
Tarbp2	0	1
Npff	0	0
Atf7	0	0
Atp5g2	0	0
Mir688	0	0
Calcoco1	3	0
Cistr-act	0	0
Hoxc13	0	0
Hoxc12	0	0
Hotair	0	0
Hoxc11	0	0
Hoxc10	0	0
Mir196a-2	0	0
Hoxc9	0	0
Hoxc8	0	0
Hoxc6	0	0
Hoxc5	0	0
Mir615	0	0
Hoxc4	0	0
D930007P13Rik	0	0
Smug1	0	2
Cbx5	22	18
Mir421	0	0
Hnrnpa1	0	1
Gm10052	0	0
Gm5643	0	0
Nfe2	0	0
Copz1	2	4
Mir148b	0	0
Gpr84	0	0
Zfp385a	2	0
Itga5	0	2
Mir6963	0	0
Gtsf1	0	0
BC048502	0	0
Nckap1l	0	0
Pde1b	1	0
Ppp1r1a	1	1
Glycam1	0	0
Mucl1	0	0
Spt1	0	0
Olfr161	0	0
Mefv	0	0
Zfp263	1	2
Olfr15	0	0
Zfp174	0	0
Zfp597	0	0
Naa60	0	0
1700037C18Rik	0	0
Cluap1	1	0
Nlrc3	0	0
Slx4	1	3
Dnase1	1	0
Trap1	12	9
Crebbp	1	3
4930455F16Rik	0	0
Gm5766	0	0
Adcy9	0	2
Srl	0	1
Tfap4	2	0
Glis2	0	5
Pam16	0	0
Coro7	0	0
Vasn	0	0
Dnaja3	5	3
Nmral1	1	1
Hmox2	0	1
Cdip1	2	2
4930562C15Rik	0	0
Ubald1	0	2
Mgrn1	4	2
Gm16861	0	1
Nudt16l1	0	1
Anks3	0	2
4930451G09Rik	0	0
Sept12	0	0
Smim22	0	0
Rogdi	1	1
Glyr1	6	6
Ubn1	3	1
Ppl	0	0
Sec14l5	0	0
Nagpa	0	1
AU021092	0	0
Alg1	0	0
Fam86	0	0
Rbfox1	0	0
1700123O21Rik	0	0
Cldn26	0	0
Mettl22	1	0
Abat	1	0
Tmem186	0	3
Pmm2	0	1
Carhsp1	3	2
Usp7	13	20
1810013L24Rik	0	4
Grin2a	0	0
Rpl39l	0	0
Atf7ip2	0	2
Emp2	0	0
Tekt5	0	0
Nubp1	1	3
Tvp23a	0	0
Ciita	0	0
Dexi	0	0
Clec16a	2	2
Socs1	1	0
Tnp2	0	0
Prm3	0	0
Prm2	0	0
Prm1	0	0
Rmi2	0	0
Litaf	3	0
Gm4262	0	0
Snn	1	0
Txndc11	0	1
Zc3h7a	0	0
Rsl1d1	13	9
2610020C07Rik	1	0
Gspt1	9	14
Mir1945	0	0
Tnfrsf17	0	0
Snx29	0	0
Cpped1	4	0
Gm9961	0	0
Shisa9	0	0
1700003L19Rik	0	0
Ercc4	1	1
Mkl2	1	3
Mir193b	0	0
Mir365-1	0	0
Mir6365	0	0
2310015D24Rik	0	0
Parn	3	2
Bfar	1	1
3110001I22Rik	0	0
Pla2g10	0	0
Pla2g10os	0	0
Rrn3	9	9
Ntan1	1	0
Pdxdc1	7	2
Mpv17l	0	0
Ifitm7	0	0
2900011O08Rik	0	0
Marf1	0	2
Mir484	0	0
Nde1	6	1
Myh11	0	0
Fopnl	0	0
Abcc1	1	5
A630010A05Rik	0	0
Snai2	0	0
Efcab1	0	0
Ube2v2	2	0
Mcm4	18	17
Prkdc	7	3
Mzt2	0	0
Cebpd	0	0
Spidr	0	1
Pkp2	1	3
Yars2	1	3
Dnm1l	6	9
Fgd4	1	0
Olfr19	0	0
4933404G15Rik	0	0
Spag6	0	0
Rpl31-ps12	0	0
Igll1	0	0
Vpreb1	0	0
Top3b	0	2
Ppm1f	2	6
Mapk1	12	6
Ypel1	0	1
Ppil2	0	2
2610318N02Rik	1	1
Mir130b	0	0
Mir301b	0	0
Sdf2l1	0	1
Ccdc116	0	0
Ydjc	0	1
Ube2l3	3	6
Rimbp3	0	0
Hic2	3	8
Tmem191c	1	0
Pi4ka	5	6
Serpind1	0	0
Snap29	1	1
Crkl	4	4
Aifm3	0	0
Lztr1	2	2
Thap7	1	0
4930451C15Rik	0	0
P2rx6	0	0
Slc7a4	0	0
Smpd4	8	8
Ccdc74a	0	0
Med15	2	5
Klhl22	2	2
Scarf2	0	0
B830017H08Rik	0	0
Car15	0	0
Dgcr2	6	2
Tssk1	0	0
Tssk2	0	0
Dgcr14	2	1
Gsc2	0	0
Slc25a1	2	2
Vpreb2	0	0
Dgcr6	1	1
Prodh	1	3
Rtn4r	0	0
Mir6366	0	0
4933432I09Rik	0	0
Zdhhc8	0	2
Ranbp1	9	6
Trmt2a	3	1
Dgcr8	2	4
Mir1306	0	0
Tango2	0	0
Mir185	0	0
Arvcf	1	1
Comt	1	0
Txnrd2	0	1
Gnb1l	0	0
Tbx1	0	0
Gp1bb	0	0
Sept5	0	0
Cldn5	0	1
Cdc45	1	2
Ufd1l	0	3
2510002D24Rik	0	1
Mrpl40	1	1
Hira	3	11
Olfr164	0	0
Olfr165	0	0
Olfr166	0	0
Olfr167	0	0
Olfr168	0	0
Olfr169	0	0
Olfr170	0	0
Olfr171	0	0
Lamp3	0	0
B3gnt5	1	1
A930003A15Rik	0	0
Klhl6	0	0
Klhl24	6	4
Yeats2	6	2
Map6d1	0	0
Parl	2	1
Cyp2ab1	0	0
Abcc5	4	7
Eif2b5	5	6
Dvl3	2	0
Ap2m1	1	3
Gm15760	0	0
Abcf3	0	3
Vwa5b2	0	0
Mir1224	0	0
Alg3	0	0
Ece2	1	0
Camk2n2	0	0
Psmd2	5	16
Eif4g1	27	34
Snord66	0	0
Fam131a	0	0
Clcn2	0	1
Polr2h	2	2
Thpo	1	0
Chrd	0	0
2310042E22Rik	0	0
Ephb3	1	1
Gm16863	0	0
Mir7680	0	0
Vps8	0	1
2510009E07Rik	0	0
Ehhadh	0	0
1300002E11Rik	1	0
Map3k13	0	0
Tmem41a	1	0
Liph	0	0
Senp2	1	0
Igf2bp2	5	3
Tra2b	1	0
Etv5	7	4
Dgkg	0	0
Mir8095	0	0
Crygs	0	0
Tbccd1	3	1
Dnajb11	1	4
LOC102632430	0	0
Ahsg	0	0
Fetub	0	0
Hrg	0	0
Kng2	0	0
Kng1	0	0
Eif4a2	6	10
Snord2	0	0
Snora81	0	0
Rfc4	3	1
Adipoq	0	0
St6gal1	3	1
Rtp1	0	0
Masp1	0	0
Rtp4	0	0
Sst	0	0
Rtp2	0	0
Bcl6	0	1
1110054M08Rik	0	0
Lpp	0	0
A730098P11Rik	0	0
A230028O05Rik	0	0
Tprg	0	0
Trp63	0	0
Leprel1	0	0
Cldn1	0	0
Cldn16	0	0
Tmem207	0	0
Il1rap	0	0
Gm20319	0	0
Gmnc	0	0
Ostn	0	0
Uts2b	0	0
Ccdc50	2	3
Gm10823	0	0
Fgf12	0	0
Mir690	0	0
Mb21d2	0	0
Hrasls	0	0
Atp13a5	0	0
Atp13a4	0	0
Opa1	3	2
Gm1968	0	0
4632428C04Rik	0	0
9030404E10Rik	0	0
Hes1	1	1
Cpn2	0	0
Lrrc15	0	0
Gp5	0	0
Atp13a3	7	8
Tmem44	0	0
Lsg1	5	1
Fam43a	1	1
Mir1195	0	0
Xxylt1	0	1
Acap2	0	2
Ppp1r2	0	0
Apod	0	0
Bdh1	1	0
Dlg1	2	5
Mfi2	0	0
Pigz	0	0
0610012G03Rik	1	0
Ncbp2	3	2
Senp5	1	4
LOC101669761	0	0
Pak2	5	3
Pigx	2	0
Cep19	0	0
Nrros	0	1
Bex6	0	0
Fbxo45	1	2
Wdr53	0	1
Mir1946a	0	0
Smco1	0	0
Rnf168	1	4
Ubxn7	7	5
Tm4sf19	0	0
Tctex1d2	0	0
Pcyt1a	0	1
Slc51a	0	0
Zdhhc19	0	0
Tfrc	4	6
Tnk2	3	3
Tnk2os	0	0
Muc4	0	0
Muc20	0	0
Gm933	0	0
1700021K19Rik	0	0
Fyttd1	3	6
Lrch3	0	2
Iqcg	0	0
Rpl35a	2	1
Lmln	0	0
Mir1947	0	0
Osbpl11	6	3
Snx4	0	0
1700007L15Rik	0	0
Zfp148	3	0
Slc12a8	0	1
Heg1	0	1
Muc13	0	0
Itgb5	1	4
Umps	2	7
Kalrn	0	0
Ropn1	0	0
Ccdc14	0	1
Mylk	0	0
1700119H24Rik	0	0
E130310I04Rik	0	0
Ptplb	1	2
Adcy5	0	0
Sec22a	0	1
Pdia5	0	0
1600019K03Rik	0	0
Sema5b	0	0
Dirc2	1	0
Hspbap1	3	2
Parp14	0	1
Dtx3l	1	0
Parp9	0	0
Kpna1	2	1
Wdr5b	0	0
Fam162a	2	4
Ccdc58	0	2
Csta1	0	0
Stfa2l1	0	0
Gm5483	0	0
Gm6815	0	0
Gm5416	0	0
2010005H15Rik	0	0
Stfa1	0	0
BC117090	0	0
BC100530	0	0
Stfa2	0	0
Stfa3	0	0
Casr	0	0
Cd86	0	0
Ildr1	1	2
Slc15a2	0	0
Eaf2	0	0
Iqcb1	0	4
4930565N06Rik	0	0
Golgb1	6	2
Hcls1	0	0
Fbxo40	0	0
Polq	0	1
Stxbp5l	0	0
Gtf2e1	6	3
Rabl3	0	2
Hgd	0	0
Ndufb4	0	0
Fstl1	3	6
Lrrc58	11	8
Gpr156	0	0
4930542C21Rik	0	0
BC031361	0	0
Gsk3b	2	5
Nr1i2	0	0
Maats1	0	0
Cox17	2	1
Popdc2	0	0
Pla1a	0	0
Adprh	1	2
Cd80	1	0
Timmdc1	1	1
Poglut1	6	9
Tmem39a	2	6
Arhgap31	0	0
B4galt4	0	1
Upk1b	0	0
4930435E12Rik	0	0
Igsf11	0	0
Lsamp	0	0
Gap43	0	0
Mir6540	0	0
4932412D23Rik	0	0
Gm19522	0	0
Zbtb20	0	0
BC002163	0	0
Gm15713	0	0
Mir568	0	0
Tigit	0	0
Drd3	0	0
Qtrtd1	0	0
2610015P09Rik	1	0
Zdhhc23	0	0
Gramd1c	0	0
Atp6v1a	5	5
Naa50	13	11
Gm608	2	3
Sidt1	0	0
Spice1	0	1
Wdr52	0	0
Boc	0	0
Mir3081	0	0
BC027231	2	1
Gtpbp8	0	0
Cd200r1	0	0
Cd200r4	0	0
Cd200r2	0	0
Cd200r3	0	0
Ccdc80	0	0
Slc35a5	1	0
Atg3	0	1
Btla	0	0
Cd200	0	0
Gm609	0	0
Slc9c1	0	0
Gcsam	0	0
BC016579	0	0
Tmprss7	0	0
Tagln3	0	0
Abhd10	1	1
Phldb2	0	0
Plcxd2	0	0
Cd96	0	0
Pvrl3	2	1
Dppa4	3	1
Dppa2	0	0
Gm5485	0	0
Morc1	5	1
Trat1	0	0
Retnlb	0	0
Retnla	0	0
Retnlg	0	0
Dzip3	4	1
C330027C09Rik	1	0
Myh15	0	0
Ift57	0	0
Cd47	0	1
Gm6936	0	0
Gm4827	0	0
Bbx	4	0
G730013B05Rik	0	0
Ccdc54	0	0
4930542D17Rik	0	0
5330426P16Rik	1	0
Mir6363	0	0
Cblb	3	3
Alcam	0	0
4930404A05Rik	0	0
Zpld1	0	0
Nfkbiz	0	0
Nxpe3	0	0
Cep97	0	1
Rpl24	0	0
2310061J03Rik	0	0
Zbtb11	3	3
Pcnp	2	0
Trmt10c	0	1
Senp7	0	1
Impg2	0	0
Abi3bp	0	0
Tfg	0	2
Gpr128	0	0
Tmem45a	0	0
2310005G13Rik	0	0
Tomm70a	13	13
Nit2	2	2
Tbc1d23	6	1
Tmem30c	0	0
Cmss1	0	1
Filip1l	0	0
Col8a1	0	0
Dcbld2	2	3
St3gal6	0	0
Gm813	0	0
E330017A01Rik	0	0
Cpox	4	2
Gpr15	0	0
Cldn25	1	1
Olfr172	0	0
Olfr173	0	0
Olfr175-ps1	0	0
Olfr176	0	0
Olfr177	0	0
Olfr178	0	0
Olfr180	0	0
